timestamp,user_id,session_id,domain,action_type,entity_id,response_time_ms,device_type,account_type,transaction_type,channel,risk_score,amount_involved,branch_code
2025-09-25 21:03:39,U004,S0290,banking,view_transaction,ban_147,148,mobile,credit,credit,net_banking,4,8128,DL33
2025-10-16 18:34:39,U030,S0413,banking,check_balance,ban_148,301,tablet,savings,debit,net_banking,4,52716,MB98
2025-11-07 23:54:39,U013,S0229,banking,fund_transfer,ban_141,232,tablet,current,debit,net_banking,10,188861,MB98
2025-10-20 19:03:39,U004,S0200,banking,fund_transfer,ban_113,223,tablet,current,debit,net_banking,6,51547,BN12
2025-11-12 07:36:39,U018,S0242,banking,check_balance,ban_217,137,tablet,savings,credit,mobile_app,6,186621,DL33
2025-10-09 14:04:39,U030,S0285,banking,check_balance,ban_11,170,desktop,credit,credit,net_banking,5,150372,MB98
2025-09-16 21:40:39,U028,S0069,banking,inquiry,ban_247,328,tablet,credit,credit,ATM,6,164728,BN12
2025-10-31 22:14:39,U017,S0177,banking,inquiry,ban_188,277,tablet,current,debit,ATM,1,73128,BN12
2025-10-10 08:07:39,U026,S0323,banking,inquiry,ban_45,49,mobile,current,debit,net_banking,7,133360,DL33
2025-09-20 02:31:39,U013,S0110,banking,inquiry,ban_5,238,tablet,savings,credit,net_banking,8,195317,MB98
2025-09-22 01:34:39,U004,S0497,banking,check_balance,ban_77,210,desktop,credit,credit,mobile_app,7,47993,BN12
2025-11-05 17:31:39,U019,S0438,banking,check_balance,ban_267,353,mobile,savings,credit,mobile_app,6,66144,BN12
2025-11-05 07:36:39,U008,S0025,banking,check_balance,ban_175,52,desktop,savings,inquiry,ATM,10,60765,MB98
2025-10-01 17:10:39,U012,S0480,banking,view_transaction,ban_167,201,desktop,current,credit,ATM,6,8789,DL33
2025-09-21 22:48:39,U023,S0228,banking,inquiry,ban_163,191,mobile,credit,debit,net_banking,9,73711,BN12
2025-10-21 01:15:39,U001,S0114,banking,check_balance,ban_258,313,tablet,current,inquiry,mobile_app,1,166533,BN12
2025-11-10 07:30:39,U026,S0033,banking,view_transaction,ban_106,393,mobile,credit,credit,net_banking,7,3541,MB98
2025-10-09 10:04:39,U008,S0247,banking,fund_transfer,ban_158,92,mobile,current,debit,ATM,10,39065,BN12
2025-09-19 17:47:39,U015,S0338,banking,inquiry,ban_26,305,tablet,current,credit,ATM,10,184545,BN12
2025-09-24 11:52:39,U016,S0079,banking,view_transaction,ban_128,335,tablet,savings,credit,ATM,5,170371,BN12
2025-11-11 20:18:39,U020,S0115,banking,inquiry,ban_114,360,tablet,current,credit,ATM,9,185876,DL33
2025-09-15 22:14:39,U009,S0181,banking,view_transaction,ban_245,154,desktop,savings,debit,mobile_app,1,114027,DL33
2025-09-25 00:20:39,U009,S0337,banking,check_balance,ban_19,113,desktop,credit,credit,mobile_app,9,178237,DL33
2025-10-14 08:35:39,U017,S0324,banking,check_balance,ban_148,286,tablet,current,credit,mobile_app,1,31363,MB98
2025-11-12 22:00:39,U004,S0022,banking,inquiry,ban_285,326,tablet,savings,inquiry,net_banking,4,5609,DL33
2025-10-16 23:12:39,U001,S0495,banking,check_balance,ban_156,43,mobile,credit,inquiry,ATM,8,190410,MB98
2025-11-07 10:07:39,U029,S0233,banking,check_balance,ban_241,373,desktop,savings,credit,mobile_app,4,175083,BN12
2025-10-07 06:13:39,U007,S0345,banking,fund_transfer,ban_247,117,mobile,savings,debit,ATM,3,161089,MB98
2025-09-23 16:35:39,U009,S0311,banking,check_balance,ban_19,64,tablet,savings,debit,net_banking,3,174031,DL33
2025-11-04 14:35:39,U008,S0051,banking,inquiry,ban_266,95,tablet,credit,credit,net_banking,1,165787,MB98
2025-09-27 06:53:39,U010,S0040,banking,view_transaction,ban_204,132,mobile,current,inquiry,mobile_app,7,100850,DL33
2025-10-05 18:04:39,U023,S0220,banking,inquiry,ban_127,364,mobile,credit,debit,ATM,3,174791,BN12
2025-10-25 00:36:39,U028,S0412,banking,inquiry,ban_269,368,mobile,credit,credit,mobile_app,4,81371,BN12
2025-11-01 06:28:39,U027,S0383,banking,fund_transfer,ban_282,51,mobile,credit,credit,net_banking,6,110531,BN12
2025-09-24 21:16:39,U003,S0232,banking,inquiry,ban_195,209,desktop,credit,inquiry,mobile_app,9,100724,DL33
2025-11-08 07:54:39,U009,S0187,banking,check_balance,ban_55,388,mobile,current,debit,net_banking,7,63684,BN12
2025-11-05 14:32:39,U004,S0450,banking,view_transaction,ban_238,124,mobile,savings,debit,ATM,4,52509,BN12
2025-09-28 21:53:39,U027,S0065,banking,check_balance,ban_44,233,desktop,savings,debit,mobile_app,10,139814,BN12
2025-09-14 21:33:39,U003,S0269,banking,fund_transfer,ban_120,386,tablet,current,credit,net_banking,2,186411,BN12
2025-11-05 03:09:39,U024,S0372,banking,inquiry,ban_164,341,desktop,savings,debit,net_banking,9,20928,MB98
2025-10-13 19:30:39,U028,S0126,banking,view_transaction,ban_103,293,desktop,current,credit,mobile_app,3,192966,BN12
2025-11-01 22:20:39,U007,S0155,banking,fund_transfer,ban_175,342,desktop,current,credit,net_banking,2,35147,DL33
2025-10-28 06:49:39,U026,S0452,banking,fund_transfer,ban_94,194,tablet,savings,debit,net_banking,1,91905,MB98
2025-10-24 05:01:39,U003,S0250,banking,check_balance,ban_110,199,mobile,credit,credit,ATM,5,51491,BN12
2025-09-13 22:42:39,U029,S0362,banking,fund_transfer,ban_169,366,tablet,credit,credit,net_banking,10,13304,DL33
2025-09-24 01:59:39,U013,S0409,banking,check_balance,ban_17,282,desktop,current,inquiry,ATM,7,118283,MB98
2025-10-14 22:47:39,U017,S0047,banking,check_balance,ban_163,291,mobile,current,inquiry,ATM,5,169934,MB98
2025-10-02 08:44:39,U027,S0204,banking,inquiry,ban_213,333,desktop,credit,debit,ATM,9,171606,BN12
2025-10-03 20:04:39,U029,S0006,banking,view_transaction,ban_153,284,mobile,current,inquiry,net_banking,4,165970,BN12
2025-09-18 21:32:39,U009,S0473,banking,inquiry,ban_295,141,desktop,current,credit,mobile_app,9,102804,DL33
2025-10-29 14:17:39,U026,S0246,banking,view_transaction,ban_279,65,tablet,credit,inquiry,ATM,8,172652,MB98
2025-09-15 22:57:39,U008,S0117,banking,view_transaction,ban_35,135,mobile,credit,credit,mobile_app,7,41201,BN12
2025-09-15 11:02:39,U003,S0471,banking,check_balance,ban_139,213,mobile,current,credit,net_banking,8,188825,DL33
2025-09-17 02:44:39,U009,S0092,banking,view_transaction,ban_157,225,tablet,savings,debit,ATM,8,50228,BN12
2025-11-01 17:16:39,U012,S0270,banking,inquiry,ban_46,184,mobile,credit,inquiry,net_banking,9,20470,DL33
2025-10-15 14:38:39,U023,S0484,banking,inquiry,ban_140,317,tablet,credit,credit,ATM,6,147341,BN12
2025-11-11 16:20:39,U020,S0319,banking,view_transaction,ban_59,311,mobile,current,credit,ATM,9,58020,MB98
2025-10-18 09:18:39,U021,S0251,banking,view_transaction,ban_221,216,tablet,credit,inquiry,ATM,1,192523,DL33
2025-10-26 00:37:39,U018,S0167,banking,fund_transfer,ban_63,117,desktop,current,debit,net_banking,2,199887,MB98
2025-10-22 23:08:39,U010,S0170,banking,fund_transfer,ban_213,149,desktop,savings,inquiry,net_banking,6,184213,BN12
2025-09-29 17:43:39,U024,S0093,banking,check_balance,ban_293,88,desktop,credit,debit,ATM,3,179741,BN12
2025-09-14 02:30:39,U003,S0452,banking,view_transaction,ban_133,374,desktop,savings,credit,ATM,10,152793,DL33
2025-10-27 07:30:39,U029,S0089,banking,view_transaction,ban_21,213,mobile,current,debit,mobile_app,10,127714,BN12
2025-10-16 16:03:39,U022,S0245,banking,fund_transfer,ban_107,258,desktop,savings,debit,mobile_app,5,169651,MB98
2025-10-07 08:14:39,U021,S0102,banking,inquiry,ban_207,348,tablet,current,credit,ATM,4,117973,DL33
2025-09-30 00:00:39,U016,S0045,banking,check_balance,ban_108,82,mobile,savings,inquiry,mobile_app,10,17902,DL33
2025-10-06 02:07:39,U026,S0388,banking,view_transaction,ban_292,162,tablet,savings,debit,mobile_app,5,26617,DL33
2025-10-17 18:20:39,U027,S0207,banking,fund_transfer,ban_204,281,mobile,savings,inquiry,ATM,4,156878,DL33
2025-10-28 23:35:39,U005,S0497,banking,view_transaction,ban_127,360,desktop,current,credit,ATM,5,24755,MB98
2025-09-25 05:58:39,U018,S0114,banking,inquiry,ban_129,186,desktop,savings,inquiry,net_banking,2,6607,DL33
2025-11-12 03:45:39,U007,S0169,banking,view_transaction,ban_168,63,tablet,credit,debit,mobile_app,10,117456,MB98
2025-11-04 05:28:39,U024,S0457,banking,view_transaction,ban_195,393,mobile,credit,debit,net_banking,3,2594,DL33
2025-10-05 01:08:39,U003,S0414,banking,view_transaction,ban_78,168,desktop,credit,credit,ATM,8,61224,MB98
2025-10-25 09:53:39,U004,S0424,banking,view_transaction,ban_257,44,tablet,savings,inquiry,mobile_app,3,21800,BN12
2025-10-03 11:33:39,U018,S0429,banking,inquiry,ban_231,324,mobile,credit,inquiry,net_banking,10,56102,MB98
2025-10-29 16:38:39,U019,S0195,banking,fund_transfer,ban_123,309,desktop,savings,debit,mobile_app,6,72377,MB98
2025-10-11 13:49:39,U021,S0008,banking,check_balance,ban_24,344,tablet,savings,credit,ATM,4,63659,BN12
2025-10-02 22:20:39,U024,S0051,banking,fund_transfer,ban_130,382,desktop,savings,credit,net_banking,5,170208,MB98
2025-09-22 00:50:39,U015,S0367,banking,inquiry,ban_50,102,tablet,savings,credit,mobile_app,5,115597,DL33
2025-11-02 03:21:39,U026,S0488,banking,view_transaction,ban_188,344,tablet,credit,credit,mobile_app,3,29619,DL33
2025-10-22 17:08:39,U017,S0470,banking,inquiry,ban_88,375,mobile,current,inquiry,ATM,7,139992,MB98
2025-09-26 09:45:39,U013,S0411,banking,fund_transfer,ban_132,326,desktop,savings,debit,ATM,4,1185,MB98
2025-10-16 10:59:39,U027,S0296,banking,view_transaction,ban_287,219,desktop,credit,credit,ATM,10,105748,MB98
2025-10-06 01:30:39,U029,S0312,banking,inquiry,ban_40,269,desktop,savings,debit,ATM,4,91796,DL33
2025-09-17 17:01:39,U026,S0379,banking,inquiry,ban_189,215,mobile,current,inquiry,net_banking,3,69485,BN12
2025-10-14 07:06:39,U021,S0156,banking,inquiry,ban_68,130,desktop,credit,debit,mobile_app,4,167038,MB98
2025-09-16 09:09:39,U005,S0157,banking,view_transaction,ban_270,78,mobile,credit,inquiry,ATM,9,139440,MB98
2025-09-18 01:37:39,U015,S0205,banking,check_balance,ban_59,198,tablet,current,inquiry,ATM,9,169222,DL33
2025-10-21 12:24:39,U015,S0042,banking,fund_transfer,ban_171,48,mobile,credit,inquiry,mobile_app,10,133252,BN12
2025-10-30 07:29:39,U006,S0019,banking,inquiry,ban_133,370,desktop,savings,debit,net_banking,9,142289,DL33
2025-09-16 15:22:39,U001,S0367,banking,check_balance,ban_109,113,desktop,savings,debit,net_banking,10,154531,MB98
2025-09-22 17:59:39,U026,S0255,banking,view_transaction,ban_110,155,mobile,credit,credit,net_banking,6,156358,MB98
2025-11-05 18:59:39,U020,S0377,banking,inquiry,ban_284,313,tablet,credit,credit,mobile_app,6,70885,BN12
2025-10-06 13:28:39,U005,S0081,banking,fund_transfer,ban_43,44,mobile,savings,inquiry,net_banking,10,36184,MB98
2025-11-01 06:32:39,U027,S0385,banking,inquiry,ban_295,384,desktop,current,debit,ATM,5,30521,MB98
2025-10-04 17:17:39,U003,S0352,banking,fund_transfer,ban_78,45,desktop,savings,debit,mobile_app,10,165224,BN12
2025-10-27 09:58:39,U006,S0172,banking,inquiry,ban_25,335,mobile,savings,credit,net_banking,6,22621,DL33
2025-10-28 15:32:39,U011,S0278,banking,check_balance,ban_39,172,tablet,savings,inquiry,net_banking,2,2501,MB98
2025-10-19 12:28:39,U009,S0202,banking,view_transaction,ban_262,78,tablet,current,inquiry,net_banking,8,25634,BN12
2025-10-14 01:01:39,U025,S0336,banking,check_balance,ban_207,52,mobile,current,inquiry,mobile_app,1,157085,BN12
2025-11-11 17:13:39,U029,S0229,banking,fund_transfer,ban_148,91,desktop,credit,credit,ATM,3,145239,BN12
2025-10-11 18:53:39,U010,S0143,banking,inquiry,ban_94,377,tablet,savings,debit,ATM,9,19939,DL33
2025-09-15 08:36:39,U019,S0449,banking,fund_transfer,ban_156,325,tablet,current,inquiry,net_banking,10,196381,BN12
2025-10-15 12:39:39,U028,S0495,banking,view_transaction,ban_296,189,mobile,savings,debit,net_banking,1,124766,BN12
2025-10-11 15:43:39,U003,S0269,banking,check_balance,ban_61,102,desktop,credit,debit,ATM,6,138244,BN12
2025-09-21 03:37:39,U027,S0364,banking,inquiry,ban_229,357,tablet,savings,inquiry,mobile_app,9,153504,BN12
2025-09-20 19:02:39,U028,S0283,banking,inquiry,ban_212,388,mobile,current,debit,mobile_app,6,19275,BN12
2025-10-09 12:26:39,U030,S0254,banking,inquiry,ban_35,79,desktop,savings,credit,ATM,9,189729,DL33
2025-10-18 01:52:39,U001,S0443,banking,fund_transfer,ban_34,86,desktop,current,credit,mobile_app,1,34904,MB98
2025-11-06 23:35:39,U015,S0188,banking,view_transaction,ban_62,121,mobile,current,inquiry,ATM,9,187385,MB98
2025-11-06 05:34:39,U005,S0153,banking,view_transaction,ban_218,333,mobile,credit,inquiry,mobile_app,1,181672,MB98
2025-10-17 21:19:39,U004,S0250,banking,inquiry,ban_176,344,mobile,current,inquiry,net_banking,3,5050,DL33
2025-09-17 00:44:39,U002,S0331,banking,inquiry,ban_34,151,desktop,current,inquiry,ATM,6,196798,BN12
2025-10-19 16:06:39,U002,S0486,banking,view_transaction,ban_46,239,mobile,current,inquiry,mobile_app,1,29295,DL33
2025-10-30 19:01:39,U026,S0053,banking,view_transaction,ban_56,88,mobile,credit,debit,ATM,10,56027,BN12
2025-10-16 02:59:39,U014,S0310,banking,inquiry,ban_72,200,mobile,current,credit,mobile_app,7,129762,BN12
2025-11-11 02:05:39,U001,S0434,banking,view_transaction,ban_207,387,desktop,credit,credit,mobile_app,3,107282,MB98
2025-10-01 07:24:39,U027,S0392,banking,inquiry,ban_164,269,tablet,credit,credit,ATM,10,139470,MB98
2025-10-27 21:13:39,U013,S0179,banking,fund_transfer,ban_231,212,mobile,savings,debit,mobile_app,8,187140,DL33
2025-11-10 16:21:39,U001,S0244,banking,view_transaction,ban_45,247,tablet,current,debit,ATM,4,177892,BN12
2025-10-23 14:50:39,U008,S0404,banking,inquiry,ban_178,92,tablet,current,credit,mobile_app,7,187561,MB98
2025-11-02 13:17:39,U012,S0395,banking,fund_transfer,ban_79,89,desktop,current,inquiry,mobile_app,4,38614,MB98
2025-11-10 19:27:39,U008,S0193,banking,view_transaction,ban_162,45,desktop,savings,inquiry,net_banking,1,140401,BN12
2025-10-12 03:17:39,U017,S0239,banking,view_transaction,ban_243,95,tablet,current,debit,mobile_app,5,132428,BN12
2025-10-13 01:19:39,U017,S0472,banking,fund_transfer,ban_118,58,tablet,credit,credit,mobile_app,2,66712,MB98
2025-11-11 03:05:39,U024,S0237,banking,inquiry,ban_12,174,mobile,savings,inquiry,ATM,2,114859,BN12
2025-10-19 01:05:39,U022,S0348,banking,inquiry,ban_204,159,desktop,current,credit,ATM,3,89043,MB98
2025-11-04 14:58:39,U030,S0038,banking,inquiry,ban_112,127,tablet,current,debit,ATM,2,101325,MB98
2025-10-10 16:51:39,U016,S0220,banking,check_balance,ban_288,151,mobile,savings,inquiry,ATM,2,61850,MB98
2025-10-01 12:10:39,U029,S0157,banking,view_transaction,ban_68,229,mobile,credit,debit,ATM,3,93369,DL33
2025-10-07 04:45:39,U011,S0145,banking,check_balance,ban_21,169,tablet,savings,credit,net_banking,8,180930,BN12
2025-09-23 14:59:39,U025,S0241,banking,inquiry,ban_208,218,desktop,credit,debit,mobile_app,2,118449,DL33
2025-10-09 05:11:39,U012,S0070,banking,check_balance,ban_56,140,desktop,current,inquiry,net_banking,10,155246,DL33
2025-11-12 19:47:39,U003,S0480,banking,check_balance,ban_127,92,tablet,savings,credit,mobile_app,8,68621,MB98
2025-10-15 18:47:39,U025,S0124,banking,view_transaction,ban_34,364,desktop,credit,debit,mobile_app,6,142881,DL33
2025-10-11 01:28:39,U022,S0057,banking,inquiry,ban_97,254,mobile,credit,inquiry,ATM,6,143314,MB98
2025-10-19 07:22:39,U007,S0485,banking,view_transaction,ban_72,232,desktop,credit,inquiry,ATM,10,118681,BN12
2025-09-18 19:30:39,U012,S0113,banking,view_transaction,ban_159,271,desktop,current,inquiry,ATM,10,156752,DL33
2025-10-26 03:09:39,U016,S0487,banking,view_transaction,ban_226,94,tablet,credit,debit,net_banking,3,42150,MB98
2025-10-13 17:20:39,U010,S0268,banking,check_balance,ban_205,242,desktop,current,inquiry,mobile_app,1,47690,MB98
2025-11-10 11:51:39,U020,S0375,banking,check_balance,ban_274,322,tablet,savings,debit,mobile_app,4,122440,MB98
2025-11-13 15:52:39,U022,S0383,banking,check_balance,ban_287,69,desktop,savings,credit,net_banking,6,197309,DL33
2025-10-28 10:15:39,U011,S0427,banking,view_transaction,ban_176,91,mobile,current,credit,net_banking,8,110810,MB98
2025-11-03 09:39:39,U022,S0145,banking,check_balance,ban_49,67,desktop,credit,debit,ATM,2,91864,MB98
2025-09-16 19:23:39,U021,S0369,banking,check_balance,ban_47,114,mobile,credit,debit,mobile_app,8,196095,MB98
2025-10-01 02:16:39,U002,S0200,banking,inquiry,ban_142,95,mobile,savings,inquiry,ATM,3,174631,DL33
2025-09-23 05:11:39,U025,S0410,banking,fund_transfer,ban_49,151,tablet,credit,inquiry,ATM,1,180543,DL33
2025-10-06 17:21:39,U002,S0257,banking,check_balance,ban_74,224,desktop,credit,debit,net_banking,9,156986,BN12
2025-11-14 08:32:39,U013,S0498,banking,check_balance,ban_240,161,desktop,current,inquiry,mobile_app,1,5810,MB98
2025-10-14 20:17:39,U019,S0427,banking,inquiry,ban_185,289,desktop,current,inquiry,mobile_app,5,55563,DL33
2025-09-13 22:33:39,U025,S0180,banking,view_transaction,ban_155,283,desktop,credit,debit,net_banking,10,142670,BN12
2025-11-01 11:56:39,U030,S0485,banking,check_balance,ban_33,383,desktop,credit,debit,ATM,8,11379,DL33
2025-10-16 12:25:39,U024,S0438,banking,fund_transfer,ban_210,120,mobile,savings,credit,mobile_app,4,1985,BN12
2025-09-29 05:59:39,U004,S0249,banking,view_transaction,ban_168,125,mobile,current,inquiry,mobile_app,6,127525,MB98
2025-09-23 03:11:39,U019,S0047,banking,view_transaction,ban_258,341,tablet,savings,credit,mobile_app,2,79532,MB98
2025-10-28 02:16:39,U007,S0051,banking,inquiry,ban_176,351,desktop,savings,inquiry,mobile_app,8,113106,DL33
2025-09-30 22:59:39,U006,S0229,banking,view_transaction,ban_146,236,desktop,credit,inquiry,ATM,10,44314,BN12
2025-09-25 06:13:39,U004,S0463,banking,check_balance,ban_99,78,mobile,current,debit,net_banking,4,49429,BN12
2025-09-27 20:14:39,U007,S0279,banking,view_transaction,ban_50,78,mobile,current,credit,mobile_app,5,134487,MB98
2025-10-12 21:38:39,U002,S0236,banking,view_transaction,ban_216,399,tablet,credit,credit,mobile_app,9,147750,MB98
2025-09-15 21:57:39,U004,S0065,banking,inquiry,ban_269,293,desktop,credit,credit,mobile_app,4,51495,BN12
2025-09-23 11:40:39,U014,S0153,banking,check_balance,ban_79,307,desktop,savings,debit,ATM,3,84672,BN12
2025-09-16 19:47:39,U019,S0092,banking,view_transaction,ban_120,241,desktop,current,credit,net_banking,9,46500,MB98
2025-11-04 04:41:39,U022,S0391,banking,fund_transfer,ban_60,244,desktop,savings,inquiry,net_banking,3,123497,MB98
2025-09-29 07:10:39,U002,S0040,banking,check_balance,ban_7,317,tablet,credit,debit,mobile_app,8,146228,MB98
2025-09-25 10:52:39,U017,S0416,banking,view_transaction,ban_87,366,tablet,credit,inquiry,mobile_app,6,24317,BN12
2025-11-09 12:58:39,U022,S0400,banking,inquiry,ban_48,325,desktop,credit,credit,net_banking,2,65292,BN12
2025-09-24 13:31:39,U013,S0033,banking,inquiry,ban_59,133,tablet,savings,debit,ATM,10,152077,MB98
2025-10-29 03:04:39,U011,S0184,banking,inquiry,ban_82,211,desktop,savings,credit,net_banking,2,105545,BN12
2025-09-16 23:51:39,U027,S0133,banking,view_transaction,ban_54,236,mobile,savings,credit,mobile_app,10,74127,BN12
2025-10-20 02:36:39,U013,S0104,banking,inquiry,ban_267,331,mobile,credit,debit,net_banking,6,97338,MB98
2025-09-17 04:22:39,U025,S0053,banking,view_transaction,ban_4,68,mobile,credit,debit,mobile_app,3,174583,DL33
2025-10-24 08:54:39,U014,S0468,banking,inquiry,ban_69,121,mobile,current,debit,net_banking,7,145948,MB98
2025-10-05 17:16:39,U014,S0320,banking,fund_transfer,ban_299,235,tablet,current,inquiry,net_banking,8,193082,DL33
2025-11-02 12:51:39,U021,S0243,banking,fund_transfer,ban_93,198,desktop,credit,inquiry,mobile_app,9,15542,DL33
2025-11-13 19:46:39,U024,S0242,banking,check_balance,ban_230,230,tablet,savings,credit,mobile_app,10,121688,DL33
2025-09-27 21:06:39,U013,S0085,banking,check_balance,ban_31,240,desktop,credit,credit,net_banking,2,135921,BN12
2025-10-20 19:25:39,U027,S0007,banking,fund_transfer,ban_201,243,mobile,savings,inquiry,ATM,8,142094,DL33
2025-10-28 23:29:39,U015,S0038,banking,fund_transfer,ban_130,248,desktop,current,credit,net_banking,5,63319,MB98
2025-09-26 01:19:39,U014,S0043,banking,fund_transfer,ban_272,161,desktop,credit,credit,mobile_app,6,49354,MB98
2025-10-14 11:03:39,U028,S0066,banking,inquiry,ban_37,239,tablet,current,debit,mobile_app,2,145823,MB98
2025-11-13 06:40:39,U016,S0333,banking,check_balance,ban_87,198,mobile,savings,debit,mobile_app,2,28559,MB98
2025-09-23 19:55:39,U016,S0331,banking,fund_transfer,ban_75,302,tablet,savings,credit,net_banking,9,108961,BN12
2025-10-27 02:17:39,U013,S0368,banking,fund_transfer,ban_180,259,desktop,savings,debit,ATM,5,67257,DL33
2025-10-25 20:11:39,U023,S0237,banking,fund_transfer,ban_171,64,desktop,current,inquiry,mobile_app,8,69859,MB98
2025-10-05 15:49:39,U017,S0161,banking,inquiry,ban_27,114,desktop,savings,inquiry,mobile_app,3,95957,BN12
2025-10-03 09:30:39,U006,S0342,banking,inquiry,ban_16,245,mobile,savings,inquiry,net_banking,4,47852,DL33
2025-11-09 12:10:39,U002,S0379,banking,view_transaction,ban_92,215,desktop,current,credit,mobile_app,6,191201,BN12
2025-10-22 20:59:39,U018,S0311,banking,check_balance,ban_226,45,mobile,savings,credit,mobile_app,8,3365,MB98
2025-10-09 05:41:39,U013,S0357,banking,inquiry,ban_34,111,tablet,savings,inquiry,mobile_app,5,119987,BN12
2025-11-02 22:12:39,U001,S0214,banking,inquiry,ban_78,79,tablet,savings,debit,net_banking,3,160786,DL33
2025-10-27 05:49:39,U010,S0044,banking,check_balance,ban_296,318,desktop,current,debit,mobile_app,4,135286,MB98
2025-10-29 01:50:39,U015,S0335,banking,view_transaction,ban_86,279,tablet,credit,inquiry,ATM,1,47710,DL33
2025-10-21 13:23:39,U004,S0207,banking,view_transaction,ban_269,195,tablet,savings,credit,mobile_app,4,25497,DL33
2025-09-17 14:27:39,U024,S0482,banking,view_transaction,ban_108,147,desktop,current,debit,mobile_app,2,174816,MB98
2025-11-05 07:53:39,U023,S0203,banking,view_transaction,ban_161,348,desktop,credit,debit,mobile_app,8,24159,DL33
2025-09-30 08:41:39,U007,S0401,banking,fund_transfer,ban_130,350,mobile,credit,debit,ATM,9,4007,BN12
2025-10-07 19:34:39,U026,S0055,banking,fund_transfer,ban_65,330,desktop,current,credit,ATM,6,3703,DL33
2025-09-19 22:12:39,U001,S0135,banking,inquiry,ban_194,130,mobile,current,debit,mobile_app,5,47117,BN12
2025-10-09 12:29:39,U012,S0270,banking,fund_transfer,ban_219,48,mobile,savings,credit,net_banking,1,47636,MB98
2025-09-30 12:29:39,U013,S0298,banking,check_balance,ban_75,318,mobile,credit,inquiry,mobile_app,6,6120,MB98
2025-10-29 04:23:39,U024,S0391,banking,inquiry,ban_235,85,desktop,credit,debit,mobile_app,5,85446,DL33
2025-10-08 16:43:39,U030,S0078,banking,inquiry,ban_130,43,mobile,credit,credit,ATM,1,117810,BN12
2025-09-23 06:07:39,U030,S0072,banking,inquiry,ban_202,75,desktop,current,debit,mobile_app,4,183244,BN12
2025-10-12 18:17:39,U002,S0156,banking,inquiry,ban_19,104,mobile,current,inquiry,net_banking,2,194025,MB98
2025-11-12 15:21:39,U007,S0359,banking,view_transaction,ban_232,241,mobile,savings,inquiry,mobile_app,8,95602,BN12
2025-09-29 20:35:39,U026,S0179,banking,fund_transfer,ban_28,231,desktop,current,debit,mobile_app,10,184729,MB98
2025-09-22 03:49:39,U003,S0101,banking,check_balance,ban_157,160,mobile,current,inquiry,mobile_app,2,141085,BN12
2025-10-28 02:39:39,U028,S0272,banking,inquiry,ban_109,299,mobile,savings,inquiry,ATM,2,89484,DL33
2025-11-13 18:25:39,U019,S0042,banking,check_balance,ban_239,302,mobile,current,debit,net_banking,2,31129,DL33
2025-10-24 07:51:39,U020,S0237,banking,fund_transfer,ban_241,279,mobile,current,debit,mobile_app,2,106199,DL33
2025-10-15 01:53:39,U014,S0435,banking,fund_transfer,ban_17,262,desktop,savings,credit,net_banking,9,62041,DL33
2025-09-24 04:45:39,U005,S0386,banking,fund_transfer,ban_28,373,mobile,current,credit,ATM,8,105822,BN12
2025-10-21 13:38:39,U013,S0136,banking,inquiry,ban_192,58,tablet,credit,debit,net_banking,4,88141,BN12
2025-10-04 15:11:39,U005,S0372,banking,view_transaction,ban_126,274,mobile,credit,credit,mobile_app,6,105283,BN12
2025-10-08 12:08:39,U025,S0472,banking,view_transaction,ban_50,363,desktop,current,credit,ATM,1,175764,MB98
2025-09-20 19:46:39,U012,S0491,banking,fund_transfer,ban_84,119,mobile,savings,credit,ATM,7,146606,MB98
2025-10-11 17:45:39,U001,S0273,banking,view_transaction,ban_118,92,tablet,savings,debit,net_banking,3,35476,BN12
2025-10-02 06:46:39,U027,S0493,banking,inquiry,ban_275,68,mobile,credit,debit,net_banking,2,9819,BN12
2025-09-15 09:11:39,U013,S0152,banking,view_transaction,ban_133,373,tablet,credit,debit,mobile_app,3,59654,BN12
2025-11-05 18:42:39,U010,S0174,banking,inquiry,ban_202,196,mobile,savings,credit,net_banking,8,72265,DL33
2025-11-01 04:09:39,U030,S0066,banking,inquiry,ban_186,394,tablet,current,credit,mobile_app,10,168030,DL33
2025-11-08 03:37:39,U018,S0113,banking,check_balance,ban_198,225,tablet,credit,inquiry,mobile_app,1,121580,BN12
2025-11-13 18:21:39,U003,S0243,banking,view_transaction,ban_24,108,mobile,credit,inquiry,net_banking,7,135885,BN12
2025-11-01 11:17:39,U021,S0359,banking,view_transaction,ban_144,131,mobile,credit,debit,mobile_app,1,69527,DL33
2025-10-06 15:34:39,U027,S0431,banking,check_balance,ban_114,259,desktop,savings,inquiry,mobile_app,8,70042,MB98
2025-10-29 00:39:39,U030,S0324,banking,check_balance,ban_36,370,desktop,current,credit,mobile_app,5,87980,BN12
2025-09-20 17:25:39,U013,S0140,banking,inquiry,ban_203,155,mobile,savings,debit,net_banking,6,156335,BN12
2025-11-07 00:56:39,U013,S0112,banking,fund_transfer,ban_211,370,tablet,credit,debit,ATM,2,189835,MB98
2025-11-12 17:53:39,U001,S0142,banking,inquiry,ban_183,396,tablet,current,credit,net_banking,4,78450,BN12
2025-10-21 02:18:39,U014,S0463,banking,inquiry,ban_150,47,desktop,savings,debit,mobile_app,2,74727,DL33
2025-10-15 05:55:39,U010,S0283,banking,view_transaction,ban_207,300,desktop,current,inquiry,net_banking,6,28978,DL33
