timestamp,user_id,session_id,domain,action_type,entity_id,response_time_ms,device_type,product_category,price,cart_value,user_membership,referral_source,stock_available
2025-10-25 05:29:39,U019,S0313,ecommerce,search_product,eco_273,91,desktop,fashion,14960,73078,platinum,google,yes
2025-10-29 22:57:39,U003,S0086,ecommerce,add_to_cart,eco_246,384,mobile,grocery,46288,91255,silver,direct,no
2025-10-11 05:34:39,U005,S0330,ecommerce,add_to_cart,eco_178,307,tablet,home_appliances,2760,21189,silver,instagram,no
2025-11-13 17:53:39,U026,S0033,ecommerce,view_product,eco_155,223,tablet,fashion,46554,71129,platinum,instagram,yes
2025-11-14 08:54:39,U009,S0225,ecommerce,checkout,eco_10,183,tablet,home_appliances,24767,71158,gold,google,no
2025-09-27 05:09:39,U015,S0204,ecommerce,checkout,eco_241,111,tablet,grocery,33716,28427,platinum,instagram,no
2025-10-10 08:31:39,U020,S0071,ecommerce,view_product,eco_225,340,desktop,electronics,26546,11676,silver,direct,no
2025-11-07 01:02:39,U023,S0146,ecommerce,view_product,eco_191,159,desktop,grocery,14714,75068,gold,direct,yes
2025-10-25 12:13:39,U014,S0063,ecommerce,checkout,eco_149,167,mobile,home_appliances,48004,63215,platinum,instagram,no
2025-09-24 01:31:39,U004,S0244,ecommerce,view_product,eco_136,123,mobile,grocery,42109,5274,gold,email,yes
2025-10-19 03:46:39,U019,S0170,ecommerce,checkout,eco_176,294,desktop,grocery,15783,29414,platinum,direct,yes
2025-11-12 12:26:39,U015,S0208,ecommerce,checkout,eco_138,49,mobile,home_appliances,24721,49584,platinum,instagram,yes
2025-11-14 05:13:39,U027,S0127,ecommerce,view_product,eco_284,154,desktop,fashion,10008,15768,platinum,direct,yes
2025-10-23 17:19:39,U024,S0170,ecommerce,view_product,eco_31,48,desktop,home_appliances,8051,28282,silver,instagram,yes
2025-09-18 18:14:39,U003,S0449,ecommerce,view_product,eco_193,319,tablet,electronics,22694,83251,platinum,instagram,no
2025-09-28 11:19:39,U011,S0054,ecommerce,search_product,eco_43,229,desktop,fashion,34944,89656,gold,instagram,no
2025-10-18 16:42:39,U016,S0318,ecommerce,add_to_cart,eco_122,375,tablet,home_appliances,45305,47571,silver,google,yes
2025-09-30 04:01:39,U022,S0488,ecommerce,add_to_cart,eco_138,369,tablet,electronics,33326,58927,gold,direct,yes
2025-09-28 09:47:39,U025,S0336,ecommerce,add_to_cart,eco_175,295,tablet,grocery,46519,97846,platinum,instagram,yes
2025-09-15 23:03:39,U030,S0298,ecommerce,view_product,eco_216,392,tablet,grocery,37107,82389,silver,instagram,yes
2025-09-20 10:12:39,U003,S0260,ecommerce,search_product,eco_211,277,mobile,home_appliances,46113,64809,gold,direct,yes
2025-10-25 11:36:39,U001,S0442,ecommerce,add_to_cart,eco_16,318,tablet,fashion,2685,54809,silver,instagram,yes
2025-09-13 07:13:39,U007,S0388,ecommerce,view_product,eco_188,41,mobile,grocery,43955,40413,gold,email,no
2025-10-03 17:45:39,U030,S0193,ecommerce,search_product,eco_110,163,desktop,electronics,9933,43290,silver,direct,yes
2025-09-27 14:57:39,U018,S0396,ecommerce,search_product,eco_158,179,desktop,home_appliances,32972,87723,silver,google,yes
2025-10-31 09:24:39,U025,S0357,ecommerce,add_to_cart,eco_96,58,tablet,fashion,38004,3046,gold,google,no
2025-10-25 09:41:39,U027,S0233,ecommerce,checkout,eco_222,45,mobile,grocery,14242,6003,platinum,direct,yes
2025-10-10 08:30:39,U008,S0211,ecommerce,view_product,eco_78,111,mobile,fashion,45641,88990,silver,instagram,yes
2025-09-19 22:08:39,U015,S0028,ecommerce,checkout,eco_4,158,mobile,home_appliances,46411,4558,gold,direct,no
2025-11-02 05:14:39,U024,S0484,ecommerce,checkout,eco_260,390,desktop,grocery,47927,5541,silver,instagram,no
2025-09-13 04:49:39,U024,S0489,ecommerce,add_to_cart,eco_143,219,desktop,home_appliances,12583,6224,gold,direct,no
2025-10-27 05:04:39,U022,S0129,ecommerce,search_product,eco_226,182,desktop,home_appliances,45427,35447,silver,direct,no
2025-09-13 00:10:39,U010,S0065,ecommerce,search_product,eco_152,203,desktop,fashion,31713,70860,platinum,email,no
2025-09-14 01:51:39,U026,S0385,ecommerce,add_to_cart,eco_241,284,tablet,fashion,41613,87787,gold,instagram,no
2025-11-12 20:12:39,U005,S0117,ecommerce,view_product,eco_77,134,desktop,fashion,16730,31060,silver,email,no
2025-10-13 13:58:39,U022,S0381,ecommerce,search_product,eco_48,151,tablet,grocery,17478,47207,gold,google,yes
2025-11-10 15:08:39,U020,S0045,ecommerce,search_product,eco_220,282,mobile,grocery,28854,5956,gold,direct,yes
2025-09-24 09:01:39,U025,S0209,ecommerce,view_product,eco_295,392,desktop,fashion,24434,47105,gold,google,no
2025-10-29 03:41:39,U027,S0341,ecommerce,search_product,eco_58,95,mobile,electronics,41641,6121,gold,direct,yes
2025-11-08 09:39:39,U015,S0156,ecommerce,add_to_cart,eco_154,51,desktop,grocery,12494,72963,gold,direct,yes
2025-09-27 23:51:39,U029,S0212,ecommerce,search_product,eco_253,307,mobile,electronics,11736,56404,gold,instagram,no
2025-09-24 22:48:39,U005,S0407,ecommerce,view_product,eco_292,250,mobile,fashion,3480,2584,gold,email,no
2025-09-22 10:01:39,U017,S0184,ecommerce,checkout,eco_180,146,mobile,grocery,37313,28266,platinum,email,yes
2025-10-13 18:43:39,U019,S0156,ecommerce,view_product,eco_114,183,desktop,fashion,24563,62783,gold,instagram,yes
2025-09-16 21:25:39,U028,S0011,ecommerce,add_to_cart,eco_161,314,mobile,grocery,47409,96042,platinum,email,yes
2025-10-28 18:54:39,U021,S0163,ecommerce,view_product,eco_170,264,tablet,electronics,16222,90909,silver,email,no
2025-10-03 23:28:39,U022,S0461,ecommerce,checkout,eco_205,87,mobile,home_appliances,11331,51218,platinum,instagram,yes
2025-10-08 00:23:39,U029,S0215,ecommerce,view_product,eco_209,398,desktop,electronics,389,43008,gold,google,yes
2025-10-14 09:53:39,U005,S0035,ecommerce,view_product,eco_79,131,mobile,grocery,48148,87982,platinum,email,no
2025-10-16 04:02:39,U007,S0285,ecommerce,add_to_cart,eco_200,253,desktop,grocery,33366,94942,silver,instagram,no
2025-10-20 07:25:39,U013,S0034,ecommerce,add_to_cart,eco_227,391,mobile,fashion,937,39323,silver,google,yes
2025-09-24 22:31:39,U003,S0143,ecommerce,checkout,eco_227,304,mobile,home_appliances,43554,87721,gold,direct,no
2025-10-28 22:25:39,U006,S0353,ecommerce,checkout,eco_184,168,desktop,fashion,28584,86205,gold,instagram,no
2025-10-17 10:33:39,U008,S0177,ecommerce,view_product,eco_121,140,desktop,grocery,35879,64520,silver,email,no
2025-09-13 02:24:39,U013,S0029,ecommerce,checkout,eco_188,383,mobile,electronics,43623,28762,platinum,direct,no
2025-11-06 11:40:39,U012,S0389,ecommerce,view_product,eco_174,336,mobile,fashion,32432,12357,platinum,google,no
2025-11-02 10:28:39,U002,S0051,ecommerce,checkout,eco_34,229,tablet,electronics,4468,40268,platinum,email,yes
2025-09-27 19:45:39,U002,S0280,ecommerce,checkout,eco_17,170,desktop,home_appliances,35799,23504,gold,direct,no
2025-09-30 11:54:39,U026,S0331,ecommerce,search_product,eco_291,178,mobile,grocery,13069,9123,silver,email,no
2025-09-27 21:00:39,U012,S0334,ecommerce,checkout,eco_69,243,tablet,electronics,6459,64081,gold,email,no
2025-09-14 07:42:39,U018,S0423,ecommerce,view_product,eco_51,121,mobile,home_appliances,42114,51271,platinum,google,no
2025-09-24 23:04:39,U005,S0402,ecommerce,search_product,eco_163,191,desktop,home_appliances,28274,30169,silver,google,yes
2025-11-07 01:36:39,U014,S0085,ecommerce,add_to_cart,eco_7,320,mobile,electronics,41381,19803,platinum,google,yes
2025-09-18 14:25:39,U012,S0218,ecommerce,checkout,eco_22,359,mobile,grocery,5343,35344,platinum,email,no
2025-09-14 23:39:39,U003,S0495,ecommerce,add_to_cart,eco_22,222,tablet,home_appliances,35730,13911,silver,direct,no
2025-09-22 15:20:39,U017,S0463,ecommerce,view_product,eco_100,270,desktop,home_appliances,13754,32433,platinum,instagram,yes
2025-11-01 02:01:39,U009,S0373,ecommerce,add_to_cart,eco_50,142,tablet,fashion,20658,93164,silver,instagram,no
2025-10-24 16:04:39,U030,S0368,ecommerce,search_product,eco_140,261,mobile,electronics,36433,42592,platinum,instagram,no
2025-10-24 17:33:39,U011,S0172,ecommerce,checkout,eco_195,116,mobile,grocery,5728,88510,gold,direct,no
2025-09-15 06:36:39,U020,S0019,ecommerce,add_to_cart,eco_60,70,desktop,grocery,5259,4196,silver,google,yes
2025-10-26 14:17:39,U027,S0062,ecommerce,view_product,eco_200,191,tablet,electronics,13854,18675,silver,instagram,yes
2025-10-04 23:47:39,U005,S0245,ecommerce,search_product,eco_184,315,desktop,grocery,36604,12925,silver,email,yes
2025-10-19 15:12:39,U010,S0371,ecommerce,checkout,eco_243,322,desktop,grocery,5013,73759,gold,google,no
2025-10-01 01:47:39,U004,S0328,ecommerce,add_to_cart,eco_21,222,desktop,fashion,28558,25438,platinum,email,yes
2025-09-13 18:26:39,U022,S0361,ecommerce,view_product,eco_198,77,tablet,fashion,36931,31475,silver,instagram,yes
2025-11-10 08:34:39,U006,S0447,ecommerce,view_product,eco_120,250,mobile,grocery,6755,38858,platinum,instagram,yes
2025-11-08 17:29:39,U018,S0371,ecommerce,checkout,eco_118,249,tablet,grocery,22923,2172,silver,instagram,yes
2025-10-12 17:57:39,U023,S0260,ecommerce,add_to_cart,eco_14,236,mobile,home_appliances,19153,8276,gold,email,yes
2025-10-29 18:48:39,U027,S0402,ecommerce,view_product,eco_31,79,tablet,home_appliances,24586,79324,silver,google,yes
2025-10-20 18:29:39,U013,S0253,ecommerce,view_product,eco_255,153,mobile,home_appliances,29373,48625,silver,instagram,yes
2025-09-22 23:04:39,U005,S0265,ecommerce,checkout,eco_211,40,mobile,fashion,4662,42747,silver,email,no
2025-09-15 11:42:39,U005,S0410,ecommerce,search_product,eco_48,362,tablet,grocery,6853,62810,silver,email,no
2025-11-10 14:38:39,U019,S0456,ecommerce,search_product,eco_276,247,desktop,fashion,18713,25340,gold,google,yes
2025-10-31 11:05:39,U008,S0398,ecommerce,add_to_cart,eco_197,122,desktop,home_appliances,10336,2662,gold,email,no
2025-10-18 14:03:39,U005,S0248,ecommerce,add_to_cart,eco_216,166,desktop,electronics,29408,72253,platinum,google,yes
2025-11-13 10:24:39,U004,S0034,ecommerce,checkout,eco_105,124,tablet,electronics,44684,74691,platinum,email,no
2025-10-07 11:11:39,U028,S0019,ecommerce,add_to_cart,eco_160,103,desktop,grocery,21137,40888,platinum,direct,no
2025-11-05 12:02:39,U023,S0278,ecommerce,view_product,eco_285,341,mobile,electronics,10066,99684,platinum,email,yes
2025-09-24 12:27:39,U002,S0261,ecommerce,add_to_cart,eco_181,173,desktop,electronics,33134,19737,platinum,google,no
2025-11-07 13:29:39,U002,S0328,ecommerce,checkout,eco_276,194,desktop,grocery,17820,45693,platinum,email,no
2025-09-22 00:17:39,U018,S0273,ecommerce,add_to_cart,eco_181,115,desktop,grocery,5742,23528,gold,email,yes
2025-10-26 05:20:39,U013,S0117,ecommerce,add_to_cart,eco_17,101,mobile,electronics,9391,82139,gold,email,yes
2025-10-22 20:23:39,U023,S0496,ecommerce,checkout,eco_62,143,desktop,fashion,1623,38575,silver,instagram,no
2025-10-03 20:40:39,U029,S0048,ecommerce,checkout,eco_289,247,tablet,electronics,10116,96419,platinum,google,no
2025-10-18 06:20:39,U026,S0191,ecommerce,checkout,eco_278,391,tablet,electronics,27921,50639,gold,email,no
2025-10-12 17:45:39,U012,S0001,ecommerce,search_product,eco_25,282,tablet,grocery,8367,84607,platinum,instagram,no
2025-10-10 09:52:39,U019,S0125,ecommerce,checkout,eco_139,96,desktop,grocery,34775,88883,silver,instagram,no
2025-10-28 15:53:39,U013,S0166,ecommerce,search_product,eco_79,131,tablet,electronics,29394,42485,gold,instagram,yes
2025-10-30 18:26:39,U030,S0182,ecommerce,add_to_cart,eco_198,62,mobile,home_appliances,34058,18578,gold,email,yes
2025-11-01 00:32:39,U010,S0352,ecommerce,view_product,eco_245,398,tablet,fashion,7126,87019,gold,instagram,yes
2025-10-13 06:37:39,U019,S0157,ecommerce,checkout,eco_263,263,tablet,electronics,35224,1119,gold,google,no
2025-09-18 02:32:39,U017,S0251,ecommerce,view_product,eco_137,110,desktop,fashion,40895,56603,silver,email,no
2025-11-13 11:43:39,U018,S0186,ecommerce,add_to_cart,eco_9,155,desktop,home_appliances,22504,99982,platinum,instagram,no
2025-10-24 21:36:39,U011,S0299,ecommerce,add_to_cart,eco_69,80,desktop,grocery,49387,94371,platinum,google,no
2025-10-18 06:26:39,U013,S0232,ecommerce,view_product,eco_85,158,desktop,electronics,38403,54053,silver,google,no
2025-10-23 02:35:39,U015,S0156,ecommerce,search_product,eco_14,246,desktop,home_appliances,44105,61728,silver,instagram,no
2025-09-18 02:49:39,U001,S0085,ecommerce,view_product,eco_112,246,mobile,home_appliances,45686,81918,platinum,direct,no
2025-11-04 17:50:39,U025,S0050,ecommerce,add_to_cart,eco_126,89,desktop,grocery,26628,56414,gold,direct,no
2025-10-02 19:27:39,U030,S0414,ecommerce,view_product,eco_233,259,tablet,electronics,38760,45052,silver,instagram,yes
2025-10-16 18:37:39,U026,S0355,ecommerce,search_product,eco_81,125,desktop,electronics,4937,69849,platinum,google,yes
2025-10-12 16:04:39,U011,S0224,ecommerce,checkout,eco_195,253,tablet,electronics,35513,6538,platinum,direct,no
2025-09-26 09:21:39,U027,S0233,ecommerce,search_product,eco_145,388,mobile,grocery,45854,20403,gold,email,no
2025-10-12 21:49:39,U006,S0050,ecommerce,add_to_cart,eco_54,116,mobile,grocery,17653,1892,platinum,google,no
2025-09-21 12:18:39,U012,S0025,ecommerce,view_product,eco_231,72,mobile,grocery,13667,43536,gold,direct,no
2025-09-23 05:49:39,U017,S0276,ecommerce,search_product,eco_16,283,tablet,fashion,24025,97810,silver,direct,yes
2025-11-12 06:24:39,U028,S0272,ecommerce,search_product,eco_98,240,mobile,grocery,20201,20789,gold,instagram,yes
2025-10-28 12:02:39,U011,S0486,ecommerce,checkout,eco_57,381,mobile,fashion,22971,91422,silver,email,yes
2025-10-03 11:26:39,U004,S0142,ecommerce,add_to_cart,eco_287,157,mobile,grocery,43280,72215,silver,google,no
2025-09-19 08:19:39,U003,S0164,ecommerce,view_product,eco_121,59,mobile,fashion,7998,97405,platinum,direct,no
2025-10-23 10:19:39,U002,S0268,ecommerce,add_to_cart,eco_284,149,tablet,grocery,8504,31925,silver,email,yes
2025-10-26 22:17:39,U014,S0292,ecommerce,view_product,eco_257,96,mobile,grocery,26411,83814,platinum,google,yes
2025-09-20 10:59:39,U009,S0404,ecommerce,checkout,eco_81,187,desktop,fashion,9297,30281,platinum,email,no
2025-11-13 19:46:39,U024,S0172,ecommerce,checkout,eco_295,168,mobile,grocery,16983,71054,silver,email,yes
2025-10-26 12:12:39,U028,S0172,ecommerce,view_product,eco_136,317,tablet,grocery,46041,23545,gold,direct,no
2025-10-28 05:50:39,U025,S0405,ecommerce,search_product,eco_264,128,mobile,fashion,9118,62049,silver,email,yes
2025-11-13 15:37:39,U021,S0006,ecommerce,view_product,eco_65,108,mobile,electronics,6806,82799,platinum,email,yes
2025-10-24 15:42:39,U003,S0431,ecommerce,search_product,eco_99,292,mobile,electronics,38342,18238,gold,instagram,no
2025-10-24 14:32:39,U001,S0063,ecommerce,add_to_cart,eco_281,178,mobile,grocery,20225,77019,platinum,email,yes
2025-11-07 21:33:39,U022,S0459,ecommerce,view_product,eco_52,90,tablet,fashion,35126,79527,silver,email,yes
2025-10-06 11:12:39,U023,S0049,ecommerce,view_product,eco_49,135,desktop,home_appliances,1854,53097,platinum,direct,yes
2025-10-12 18:14:39,U022,S0282,ecommerce,search_product,eco_227,47,desktop,home_appliances,39579,86109,silver,direct,no
2025-10-25 06:50:39,U010,S0372,ecommerce,add_to_cart,eco_70,90,desktop,grocery,38464,65455,platinum,email,no
2025-10-28 01:38:39,U006,S0278,ecommerce,checkout,eco_262,198,desktop,home_appliances,33981,52011,silver,instagram,no
2025-09-18 15:37:39,U011,S0077,ecommerce,search_product,eco_109,289,desktop,electronics,46853,88441,platinum,email,no
2025-09-22 08:12:39,U011,S0437,ecommerce,view_product,eco_238,244,tablet,grocery,35839,74131,platinum,instagram,no
2025-09-30 02:36:39,U006,S0310,ecommerce,view_product,eco_191,45,tablet,fashion,10400,35878,platinum,email,yes
2025-11-01 07:13:39,U017,S0236,ecommerce,view_product,eco_296,294,mobile,electronics,27486,96753,platinum,direct,yes
2025-11-01 19:26:39,U010,S0218,ecommerce,checkout,eco_89,239,mobile,fashion,46911,38112,platinum,email,yes
2025-09-24 16:10:39,U021,S0025,ecommerce,add_to_cart,eco_88,323,mobile,home_appliances,4695,14905,gold,direct,no
2025-10-17 04:34:39,U006,S0371,ecommerce,checkout,eco_139,329,desktop,home_appliances,49851,39000,silver,google,no
2025-10-11 04:02:39,U027,S0316,ecommerce,search_product,eco_146,143,mobile,grocery,47419,55521,silver,google,yes
2025-09-21 20:29:39,U001,S0438,ecommerce,search_product,eco_178,286,mobile,fashion,38285,10918,gold,google,yes
2025-11-07 15:19:39,U009,S0257,ecommerce,checkout,eco_183,335,desktop,fashion,43322,70394,gold,instagram,no
2025-10-20 01:41:39,U027,S0261,ecommerce,checkout,eco_92,47,mobile,grocery,11420,74472,gold,direct,no
2025-10-30 16:33:39,U004,S0281,ecommerce,checkout,eco_253,112,mobile,grocery,13753,30737,platinum,instagram,yes
2025-09-27 03:17:39,U028,S0315,ecommerce,search_product,eco_44,397,mobile,fashion,28469,3605,silver,instagram,yes
2025-09-21 21:22:39,U026,S0178,ecommerce,view_product,eco_266,101,desktop,home_appliances,23617,43021,silver,direct,yes
2025-10-11 21:38:39,U022,S0060,ecommerce,add_to_cart,eco_150,297,desktop,grocery,44783,82780,gold,direct,yes
2025-09-27 21:30:39,U028,S0407,ecommerce,view_product,eco_99,351,desktop,home_appliances,41233,93838,silver,email,yes
2025-10-21 02:03:39,U014,S0463,ecommerce,view_product,eco_272,346,mobile,fashion,2127,50201,platinum,google,no
2025-11-12 19:50:39,U017,S0450,ecommerce,checkout,eco_212,320,desktop,home_appliances,6960,27983,silver,email,yes
2025-10-19 07:37:39,U019,S0188,ecommerce,checkout,eco_80,276,desktop,home_appliances,31562,88129,silver,google,yes
2025-09-29 09:18:39,U012,S0465,ecommerce,add_to_cart,eco_62,106,mobile,home_appliances,14145,33800,platinum,instagram,no
2025-10-17 12:34:39,U003,S0351,ecommerce,add_to_cart,eco_238,393,mobile,grocery,49465,59978,platinum,direct,no
2025-09-26 14:10:39,U013,S0241,ecommerce,search_product,eco_215,287,tablet,electronics,22072,25043,platinum,instagram,yes
2025-09-25 04:52:39,U003,S0299,ecommerce,search_product,eco_262,197,desktop,fashion,42956,93696,silver,email,yes
2025-11-01 11:36:39,U015,S0235,ecommerce,search_product,eco_296,305,mobile,fashion,24951,61977,platinum,google,no
2025-11-03 17:32:39,U006,S0357,ecommerce,checkout,eco_240,94,desktop,fashion,7807,91025,gold,direct,no
2025-09-17 12:23:39,U007,S0048,ecommerce,add_to_cart,eco_45,114,mobile,grocery,34021,5723,gold,google,yes
2025-10-27 13:37:39,U009,S0393,ecommerce,search_product,eco_226,299,tablet,grocery,46349,37989,silver,instagram,no
2025-10-06 19:36:39,U005,S0148,ecommerce,checkout,eco_186,332,desktop,electronics,36013,56681,gold,direct,yes
2025-09-19 08:30:39,U025,S0181,ecommerce,add_to_cart,eco_258,53,mobile,home_appliances,21936,71479,silver,google,no
2025-09-19 05:48:39,U005,S0410,ecommerce,checkout,eco_296,246,tablet,home_appliances,27957,22572,platinum,google,yes
2025-10-27 15:46:39,U016,S0148,ecommerce,add_to_cart,eco_13,225,tablet,fashion,7925,80178,silver,instagram,yes
2025-11-11 23:18:39,U006,S0315,ecommerce,search_product,eco_227,189,desktop,home_appliances,37030,9879,silver,direct,yes
2025-11-07 18:56:39,U011,S0436,ecommerce,add_to_cart,eco_142,222,mobile,grocery,47027,49679,silver,instagram,no
2025-09-17 08:54:39,U006,S0003,ecommerce,search_product,eco_253,147,desktop,electronics,3816,52776,silver,instagram,yes
2025-10-14 21:36:39,U010,S0204,ecommerce,view_product,eco_268,146,tablet,fashion,46691,4850,gold,direct,no
2025-09-29 01:15:39,U015,S0087,ecommerce,search_product,eco_285,348,mobile,electronics,25066,58849,silver,direct,yes
2025-11-12 08:05:39,U008,S0213,ecommerce,checkout,eco_76,295,desktop,home_appliances,48699,94155,platinum,instagram,yes
2025-10-13 14:56:39,U026,S0383,ecommerce,add_to_cart,eco_182,359,mobile,electronics,1317,47469,platinum,email,no
2025-10-09 13:30:39,U028,S0196,ecommerce,view_product,eco_3,117,desktop,fashion,10045,27860,silver,direct,yes
2025-10-03 16:44:39,U017,S0049,ecommerce,view_product,eco_94,350,tablet,fashion,17907,94667,gold,email,no
2025-09-19 23:35:39,U008,S0083,ecommerce,add_to_cart,eco_52,129,tablet,grocery,48304,93034,platinum,instagram,yes
2025-09-15 09:44:39,U001,S0391,ecommerce,checkout,eco_125,376,desktop,grocery,24321,67133,silver,google,yes
2025-10-05 03:35:39,U017,S0378,ecommerce,add_to_cart,eco_104,173,tablet,fashion,43974,21804,silver,direct,no
2025-09-20 22:23:39,U027,S0271,ecommerce,checkout,eco_170,351,tablet,grocery,27264,35839,gold,instagram,yes
2025-09-16 11:19:39,U002,S0396,ecommerce,checkout,eco_185,381,desktop,electronics,34093,83923,gold,direct,no
2025-10-10 20:44:39,U015,S0350,ecommerce,view_product,eco_76,289,tablet,grocery,42771,13753,silver,google,no
2025-10-19 17:58:39,U025,S0182,ecommerce,add_to_cart,eco_28,363,desktop,electronics,11787,70651,gold,instagram,yes
2025-10-02 22:44:39,U004,S0132,ecommerce,add_to_cart,eco_134,204,mobile,electronics,39171,58537,platinum,google,no
2025-09-21 10:55:39,U010,S0240,ecommerce,view_product,eco_263,175,mobile,home_appliances,10279,3971,gold,instagram,yes
2025-09-24 09:02:39,U018,S0250,ecommerce,search_product,eco_110,398,tablet,fashion,16800,66954,silver,google,yes
2025-11-11 07:45:39,U006,S0171,ecommerce,view_product,eco_127,168,mobile,electronics,2871,30782,gold,direct,yes
2025-11-06 04:23:39,U020,S0136,ecommerce,search_product,eco_70,294,desktop,grocery,11863,91214,silver,direct,yes
2025-10-04 04:36:39,U008,S0347,ecommerce,add_to_cart,eco_243,275,mobile,grocery,5786,41153,platinum,email,yes
2025-10-24 06:11:39,U014,S0194,ecommerce,add_to_cart,eco_202,109,tablet,grocery,14771,33807,platinum,google,no
2025-09-17 11:50:39,U022,S0266,ecommerce,search_product,eco_141,250,desktop,electronics,13953,63101,gold,instagram,yes
2025-09-27 15:17:39,U018,S0346,ecommerce,view_product,eco_73,73,desktop,electronics,12985,77673,silver,email,yes
2025-11-05 07:16:39,U020,S0282,ecommerce,view_product,eco_134,204,mobile,grocery,24128,38605,gold,email,no
2025-10-07 11:16:39,U030,S0035,ecommerce,search_product,eco_53,287,tablet,grocery,19857,35287,gold,instagram,yes
2025-10-05 11:40:39,U021,S0306,ecommerce,add_to_cart,eco_166,151,tablet,grocery,24741,81231,platinum,email,yes
2025-09-20 17:54:39,U005,S0037,ecommerce,view_product,eco_201,304,desktop,electronics,46944,27046,silver,direct,no
2025-09-30 05:39:39,U018,S0144,ecommerce,add_to_cart,eco_199,147,tablet,grocery,24491,75696,platinum,instagram,no
2025-10-24 22:00:39,U012,S0298,ecommerce,add_to_cart,eco_220,247,mobile,fashion,27373,90517,gold,direct,yes
2025-11-06 01:32:39,U022,S0123,ecommerce,view_product,eco_274,221,tablet,electronics,31457,71091,platinum,instagram,no
2025-09-29 07:28:39,U005,S0043,ecommerce,add_to_cart,eco_116,209,mobile,electronics,3878,20147,gold,email,yes
2025-11-11 03:37:39,U018,S0157,ecommerce,checkout,eco_186,95,mobile,fashion,41532,24536,silver,google,yes
2025-11-02 23:43:39,U022,S0438,ecommerce,view_product,eco_81,79,desktop,fashion,49801,85330,gold,direct,yes
2025-10-21 18:10:39,U014,S0451,ecommerce,checkout,eco_291,322,mobile,home_appliances,30543,63670,silver,instagram,yes
2025-09-19 07:04:39,U004,S0453,ecommerce,search_product,eco_228,384,mobile,fashion,41955,48749,gold,email,yes
2025-10-16 05:49:39,U011,S0153,ecommerce,view_product,eco_47,354,mobile,grocery,13578,85498,silver,google,no
2025-10-15 19:50:39,U010,S0364,ecommerce,search_product,eco_5,297,desktop,electronics,21121,93074,silver,direct,yes
2025-09-23 05:03:39,U017,S0012,ecommerce,search_product,eco_35,174,desktop,home_appliances,11545,44879,gold,instagram,no
2025-09-29 04:37:39,U023,S0271,ecommerce,add_to_cart,eco_175,271,tablet,home_appliances,3980,53674,platinum,google,yes
2025-10-04 01:38:39,U029,S0158,ecommerce,search_product,eco_174,273,tablet,electronics,16144,32213,silver,direct,no
2025-09-27 00:40:39,U025,S0432,ecommerce,view_product,eco_15,232,mobile,grocery,48047,25610,platinum,instagram,yes
2025-10-16 04:43:39,U005,S0005,ecommerce,view_product,eco_22,213,mobile,fashion,4607,44147,gold,direct,yes
2025-10-29 21:58:39,U028,S0085,ecommerce,checkout,eco_251,275,mobile,electronics,24361,78629,platinum,instagram,yes
2025-10-29 17:35:39,U012,S0358,ecommerce,add_to_cart,eco_140,323,mobile,home_appliances,18238,63203,silver,direct,yes
2025-10-15 03:23:39,U023,S0007,ecommerce,view_product,eco_249,183,desktop,fashion,1344,15921,platinum,instagram,no
2025-09-21 05:53:39,U012,S0021,ecommerce,checkout,eco_168,120,tablet,fashion,593,43319,silver,google,no
2025-09-20 20:50:39,U017,S0215,ecommerce,add_to_cart,eco_33,121,desktop,electronics,4284,77479,gold,direct,yes
2025-10-02 07:51:39,U008,S0431,ecommerce,view_product,eco_95,286,tablet,grocery,22659,36561,silver,email,no
2025-09-14 01:29:39,U021,S0021,ecommerce,add_to_cart,eco_70,400,tablet,electronics,19717,106,platinum,direct,no
2025-09-30 14:44:39,U018,S0164,ecommerce,add_to_cart,eco_103,86,mobile,electronics,36972,10172,gold,email,no
2025-10-04 23:46:39,U018,S0043,ecommerce,checkout,eco_206,247,desktop,fashion,23797,88357,gold,direct,yes
2025-09-30 19:12:39,U028,S0110,ecommerce,add_to_cart,eco_214,257,tablet,fashion,40616,64617,platinum,direct,yes
2025-10-08 18:22:39,U016,S0113,ecommerce,checkout,eco_146,226,desktop,grocery,27407,71145,silver,google,no
2025-11-11 22:09:39,U016,S0117,ecommerce,view_product,eco_129,86,tablet,grocery,18812,36612,platinum,instagram,yes
2025-10-16 19:57:39,U013,S0394,ecommerce,add_to_cart,eco_107,44,mobile,fashion,9026,6655,silver,google,no
2025-10-25 06:52:39,U006,S0004,ecommerce,add_to_cart,eco_66,110,mobile,fashion,16225,65228,silver,email,yes
2025-09-14 04:11:39,U005,S0003,ecommerce,view_product,eco_244,90,desktop,grocery,8910,54564,gold,google,no
2025-11-10 03:06:39,U012,S0164,ecommerce,checkout,eco_199,262,mobile,fashion,11877,90966,silver,email,yes
2025-10-20 22:30:39,U003,S0492,ecommerce,view_product,eco_43,366,mobile,grocery,48375,50383,silver,instagram,no
2025-09-14 16:54:39,U016,S0427,ecommerce,checkout,eco_80,342,desktop,electronics,9655,32749,gold,instagram,no
2025-10-02 07:17:39,U009,S0424,ecommerce,checkout,eco_190,229,mobile,fashion,16947,14407,silver,instagram,no
2025-11-03 11:39:39,U002,S0242,ecommerce,add_to_cart,eco_288,126,desktop,grocery,15376,49970,silver,google,no
2025-11-11 08:54:39,U007,S0257,ecommerce,view_product,eco_34,71,tablet,home_appliances,26938,66426,platinum,direct,no
